'id_car_model','id_car_make','name','date_create','date_update','id_car_type'
'1560','141','Satria','1399030811','1434659140','1'
'1561','141','Waja','1399030811','1567849088','1'
'1562','141','Wira (400 Series)','1399030811','1434659143','1'
'1563','142','G-modell','1399030812','1461510073','1'
'1564','142','Pinzgauer','1399030812','1434659145','1'
'1565','143','GTB','1399030813','1434659147','1'
'1566','143','GTE','1399030813','1434659149','1'
'1567','144','3','1399030814','1567849088','1'
'1568','145','Mangusta','1399030815','1567849088','1'
'1569','146','Scimitar SS1','1399030815','1567849088','1'
'1570','147','11','1399030817','1567849088','1'
'1571','147','12','1399030817','1567849088','1'
'1572','147','14','1399030817','1567849088','1'
'1573','147','15','1399030817','1567849089','1'
'1574','147','16','1399030817','1567849089','1'
'1575','147','17','1399030817','1567849089','1'
'1576','147','18','1399030817','1567849089','1'
'1577','147','19','1399030817','1567849089','1'
'1578','147','20','1399030817','1567849089','1'
'1579','147','21','1399030817','1567849089','1'
'1580','147','25','1399030817','1567849089','1'
'1581','147','30','1399030817','1567849089','1'
'1582','147','4','1399030817','1567849089','1'
'1583','147','5','1399030817','1567849089','1'
'1584','147','6','1399030817','1567849089','1'
'1585','147','9','1399030817','1567849089','1'
'1586','147','Avantime','1399030817','1567849089','1'
'1587','147','Captur','1399030817','1568814305','1'
'1588','147','Clio','1399030817','1567849090','1'
'1589','147','Duster','1399030817','1567849090','1'
'1590','147','Espace','1399030817','1567849090','1'
'1592','147','Fluence','1399030817','1567849090','1'
'1593','147','Fuego','1399030817','1567849090','1'
'1594','147','Kangoo','1399030817','1567849090','1'
'1595','147','Koleos','1399030817','1567849090','1'
'1596','147','Laguna','1399030817','1567849091','1'
'1597','147','Latitude','1399030817','1567849091','1'
'1598','147','Logan','1399030817','1567849091','1'
'1599','147','Megane','1399030817','1567849091','1'
'1600','147','Modus','1399030817','1567849091','1'
'1601','147','Rodeo','1399030817','1567849091','1'
'1602','147','Safrane','1399030817','1567849091','1'
'1603','147','Sandero','1399030817','1567849091','1'
'1604','147','Scenic','1399030817','1567849091','1'
'1605','147','Sport Spider','1399030817','1567849092','1'
'1606','147','Symbol','1399030817','1567849092','1'
'1607','147','Twingo','1399030817','1567849092','1'
'1608','147','Twizy','1399030817','1567849092','1'
'1609','147','Vel Satis','1399030817','1567849092','1'
'1610','147','Wind','1399030817','1567849092','1'
'1611','147','Zoe','1399030817','1567849092','1'
'1612','148','SM3','1399030818','1567849092','1'
'1613','148','SM5','1399030818','1567849092','1'
'1614','148','SM7','1399030818','1567849092','1'
'1615','149','Corniche','1399030819','1567849092','1'
'1616','149','Ghost','1399030819','1567849093','1'
'1617','149','Park Ward','1399030819','1567849093','1'
'1618','149','Phantom','1399030819','1567849093','1'
'1619','149','Silver Seraph','1399030819','1567849093','1'
'1620','149','Silver Spur','1399030819','1567849093','1'
'1621','149','Wraith','1399030819','1567849093','1'
'1622','150','Lightning','1399030820','1567849093','1'
'1623','151','100','1399035012','1567849093','1'
'1624','151','200 Series','1399035013','1567849093','1'
'1625','151','25','1399035013','1567849093','1'
'1626','151','400 Series','1399035013','1567849094','1'
'1627','151','45','1399035013','1567849094','1'
'1628','151','600 Series','1399035013','1567849094','1'
'1629','151','75','1399035013','1567849094','1'
'1630','151','800 Series','1399035013','1567849094','1'
'1631','151','Metro','1399035013','1567849094','1'
'1632','151','Mini MK','1399035013','1567849094','1'
'1633','151','P6','1399035013','1567849094','1'
'1634','151','SD1','1399035013','1567849094','1'
'1635','152','9-2X','1399035014','1567849095','1'
'1636','152','9-3','1399035014','1567849095','1'
'1637','152','9-4X','1399035014','1461510127','1'
'1638','152','9-5','1399035014','1567849095','1'
'1639','152','9-7X','1399035014','1567849095','1'
'1640','152','90','1399035014','1567849094','1'
'1641','152','900','1399035014','1567849094','1'
'1642','152','9000','1399035014','1567849095','1'
'1643','152','95','1399035014','1567849095','1'
'1644','152','96','1399035014','1567849095','1'
'1645','152','99','1399035014','1567849095','1'
'1646','153','S7','1399035015','1567849095','1'
'1647','154','PS10','1399035015','1567849095','1'
'1648','155','Astra','1399035017','1567849095','1'
'1649','155','Aura','1399035017','1567849095','1'
'1650','155','ION','1399035017','1567849095','1'
'1651','155','LS','1399035017','1434659369','1'
'1652','155','LW','1399035017','1434659371','1'
'1653','155','Outlook','1399035017','1567849095','1'
'1654','155','Relay','1399035017','1567849095','1'
'1655','155','SC','1399035017','1434659375','1'
'1656','155','Sky','1399035017','1567849095','1'
'1657','155','SL','1399035017','1434659378','1'
'1658','155','SW','1399035017','1434659380','1'
'1659','155','VUE','1399035017','1567849096','1'
'1660','156','FR-S','1399035018','1567849096','1'
'1661','156','iQ','1399035018','1567849096','1'
'1662','156','tC','1399035018','1567849096','1'
'1663','156','xA','1399035018','1567849096','1'
'1664','156','xB','1399035018','1567849096','1'
'1665','156','xD','1399035018','1567849096','1'
'1666','157','133','1399035019','1567849096','1'
'1667','157','Alhambra','1399035019','1567849097','1'
'1668','157','Altea','1399035019','1567849097','1'
'1669','157','Arosa','1399035019','1567849097','1'
'1670','157','Cordoba','1399035019','1567849097','1'
'1671','157','Exeo','1399035019','1567849097','1'
'1672','157','Fura','1399035019','1567849097','1'
'1673','157','Ibiza','1399035019','1567849097','1'
'1674','157','Leon','1399035019','1567849097','1'
'1675','157','Malaga','1399035019','1567849097','1'
'1676','157','Marbella','1399035019','1567849097','1'
'1677','157','Ronda','1399035019','1567849097','1'
'1678','157','Toledo','1399035019','1567849097','1'
'1679','158','Noble','1399035020','1567849098','1'
'1680','158','Sceo','1399035020','1567849098','1'
'1681','159','100','1399035021','1567849098','1'
'1682','159','Citigo','1399035021','1567849098','1'
'1683','159','Fabia','1399035021','1567849098','1'
'1684','159','Favorit','1399035021','1567849098','1'
'1685','159','Felicia','1399035021','1567849098','1'
'1686','159','Octavia','1399035021','1567849098','1'
'1687','159','Rapid','1399035021','1567849098','1'
'1688','159','Roomster','1399035021','1567849098','1'
'1689','159','Superb','1399035021','1567849099','1'
'1690','159','Yeti','1399035021','1567849099','1'
'1691','160','Forfour','1399035022','1567849099','1'
'1692','160','Fortwo','1399035022','1567849099','1'
'1693','160','Roadster','1399035022','1567849099','1'
'1694','161','Lioncel','1399038607','1567849099','1'
'1695','162','R45','1399038608','1567849099','1'
'1696','163','C12','1399038609','1434659479','1'
'1697','163','C8','1399038609','1567849099','1'
'1699','165','Actyon','1399038610','1567849099','1'
'1700','165','Actyon Sports','1399038610','1461510183','1'
'1701','165','Chairman','1399038610','1567849099','1'
'1702','165','Kallista','1399038610','1567849099','1'
'1703','165','Korando Family','1399038610','1567849099','1'
'1704','165','Korando','1399038610','1567849099','1'
'1705','165','Kyron','1399038610','1567849100','1'
'1706','165','Musso','1399038610','1567849100','1'
'1707','165','Rexton','1399038610','1567849100','1'
'1708','165','Rodius','1399038610','1567849100','1'
'1709','165','Stavic','1399038611','1567849100','1'
'1710','166','Alcyone','1399038612','1567849101','1'
'1711','166','Baja','1399038612','1567849101','1'
'1712','166','BRZ','1399038612','1567849101','1'
'1713','166','Dex','1399038612','1567849101','1'
'1714','166','Domingo','1399038612','1567849101','1'
'1715','166','Exiga','1399038612','1567849101','1'
'1716','166','Forester','1399038612','1567849101','1'
'1717','166','Impreza','1399038612','1567849101','1'
'1718','166','Justy','1399038612','1567849102','1'
'1719','166','Legacy','1399038612','1567849102','1'
'1720','166','Leone','1399038612','1567849102','1'
'1721','166','Libero','1399038612','1567849102','1'
'1722','166','Lucra','1399038612','1567849102','1'
'1723','166','Outback','1399038612','1567849102','1'
'1724','166','Pleo','1399038612','1567849102','1'
'1725','166','R1','1399038612','1567849102','1'
'1726','166','R2','1399038612','1567849102','1'
'1727','166','Sambar','1399038612','1567849102','1'
'1728','166','Stella','1399038612','1567849102','1'
'1729','166','SVX','1399038612','1567849102','1'
'1730','166','Traviq','1399038612','1567849102','1'
'1731','166','Trezia','1399038612','1567849102','1'
'1732','166','Tribeca','1399038612','1567849102','1'
'1733','166','Vivio','1399038612','1567849102','1'
'1734','166','XT','1399038612','1567849103','1'
'1735','166','XV','1399038612','1567849103','1'
'1736','167','Aerio','1399038613','1567849103','1'
'1737','167','Alto','1399038613','1567849103','1'
'1738','167','Baleno','1399038613','1567849103','1'
'1739','167','Cappuccino','1399038613','1567849103','1'
'1740','167','Cervo','1399038613','1567849103','1'
'1741','167','Ertiga','1399038613','1567849103','1'
'1742','167','Escudo','1399038613','1567849104','1'
'1743','167','Every','1399038613','1567849104','1'
'1744','167','Forenza','1399038613','1567849104','1'
'1745','167','Grand Vitara','1399038613','1567849104','1'
'1746','167','Ignis','1399038613','1567849104','1'
'1747','167','Jimny','1399038613','1567849104','1'
'1748','167','Kei','1399038613','1567849104','1'
'1749','167','Kizashi','1399038613','1567849104','1'
'1750','167','Landy','1399038613','1567849104','1'
'1751','167','Liana','1399038613','1567849104','1'
'1752','167','MR Wagon','1399038613','1567849105','1'
'1753','167','Palette','1399038613','1567849105','1'
'1754','167','Reno','1399038613','1567849105','1'
'1755','167','Solio','1399038613','1567849105','1'
'1756','167','Spacia','1399038613','1434659614','1'
'1757','167','Splash','1399038613','1567849105','1'
'1758','167','Swift','1399038613','1567849105','1'
'1759','167','SX4','1399038613','1569247805','1'
'1760','167','Verona','1399038613','1567849105','1'
'1761','167','Wagon R','1399038613','1567849105','1'
'1762','167','Wagon R+','1399038613','1474058633','1'
'1763','167','X-90','1399038613','1567849105','1'
'1764','167','XL7','1399038613','1567849106','1'
'1765','168','1510','1399038614','1434659629','1'
'1766','168','Avenger','1399038614','1434659630','1'
'1767','168','Horizon','1399038614','1434659632','1'
'1768','168','Samba','1399038614','1434659633','1'
'1769','168','Solara','1399038614','1567849106','1'
'1770','168','Tagora','1399038614','1434659636','1'
'1771','169','Aria','1399038615','1434659638','1'
'1772','169','Estate','1399038615','1567849106','1'
'1773','169','Indica','1399038615','1567849106','1'
'1774','169','Indigo','1399038615','1567849106','1'
'1775','169','Nano','1399038615','1435440425','1'
'1776','169','Safari','1399038615','1567849106','1'
'1777','169','Sierra','1399038615','1567849106','1'
'1778','169','Sumo','1399038615','1567849106','1'
'1779','170','T613','1399038616','1567849106','1'
'1780','170','T700','1399038616','1567849106','1'
'1781','171','Zero','1399041605','1434659652','1'
'1782','172','Model S','1399041606','1567849107','1'
'1783','172','Roadster','1399041606','1567849107','1'
'1784','173','Century','1399041607','1567849107','1'
'1785','174','Admiral','1399041609','1567849107','1'
'1786','175','Dogan','1399041609','1567849107','1'
'1787','175','Kartal','1399041609','1567849107','1'
'1788','175','131','1399041609','1567849107','1'
'1789','175','Sahin','1399041609','1567849107','1'
'1790','175','Serce','1399041609','1567849108','1'
'1791','176','4Runner','1399041611','1567849108','1'
'1792','176','Allex','1399041611','1567849108','1'
'1793','176','Allion','1399041611','1567849108','1'
'1794','176','Alphard','1399041611','1567849108','1'
'1795','176','Altezza','1399041611','1567849108','1'
'1796','176','Aristo','1399041611','1567849109','1'
'1797','176','Aurion','1399041611','1567849109','1'
'1798','176','Auris','1399041611','1567849109','1'
'1799','176','Avalon','1399041611','1567849109','1'
'1800','176','Avensis','1399041611','1567849109','1'
'1801','176','Avensis Verso','1399041611','1567849109','1'
'1802','176','Aygo','1399041611','1567849109','1'
'1803','176','bB','1399041611','1567849109','1'
'1804','176','Belta','1399041611','1567849109','1'
'1805','176','Blade','1399041611','1567849109','1'
'1806','176','Blizzard','1399041611','1567849109','1'
'1807','176','Brevis','1399041611','1567849109','1'
'1808','176','Caldina','1399041611','1567849109','1'
'1809','176','Cami','1399041611','1567849109','1'
'1810','176','Camry','1399041611','1567849109','1'
'1811','176','Carina ED','1399041611','1567849110','1'
'1812','176','Carina','1399041611','1567849110','1'
'1813','176','Cavalier','1399041611','1567849110','1'
'1814','176','Celica','1399041611','1567849110','1'
'1815','176','Celsior','1399041611','1567849110','1'
'1816','176','Century','1399041611','1567849110','1'
'1817','176','Chaser','1399041611','1567849110','1'
'1818','176','Corolla','1399041611','1567849110','1'
'1819','176','Corolla Rumion','1399041611','1567849110','1'
'1820','176','AC','1399041611','1567849108','1'
'1821','176','Corona','1399041611','1567849111','1'
'1822','176','Corsa','1399041611','1567849111','1'
'1823','176','Cressida','1399041611','1567849111','1'
'1824','176','Cresta','1399041611','1567849111','1'
'1825','176','Crown Majesta','1399041611','1567849111','1'
'1826','176','Crown','1399041611','1567849111','1'
'1827','176','Curren','1399041611','1567849111','1'
